RIAD_CODE	LEI	COUNTRY_OF_REGISTRATION	NAME	BOX	ADDRESS	POSTAL	CITY	CATEGORY	HEAD_COUNTRY_OF_REGISTRATION	HEAD_NAME	HEAD_RIAD_CODE	HEAD_LEI	REPORT
AT0000002576138	529900R8A17HZU8IB793	AT	Raiffeisen Bezirksbank Neusiedl Ost eGen		Untere Hauptstraße, 36	2425	Nickelsdorf an der Leitha	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002430781	529900ZLDHV67QISV317	AT	Raiffeisenbank Burgenland Mitte eGen		Hauptstraße, 34	7350	Oberpullendorf	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002584587	529900EWQDZH4T7BC218	AT	Raiffeisenbank Region Parndorf - Weiden am See eGen	9	Hauptstraße, 63	7111	Parndorf	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002585980	5299007BZWKYYR5NCU63	AT	Raiffeisenbank Purbach eGen		Hauptgasse, 19	7083	Purbach am Neusiedlersee	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002591285	52990025MUV1CHF0Y448	AT	Raiffeisenbank Frauenkirchen-Mönchhof-Podersdorf am See eGen	16	Amtshausgasse, 2	7132	Frauenkirchen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002592846	529900UFR4VRQYMN1D26	AT	Raiffeisenbezirksbank Oberwart eGen	210	Wiener Straße, 5	7400	Oberwart	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000000309375	I6SS27Q1Q3385V753S50	AT	Raiffeisenlandesbank Oberösterreich Aktiengesellschaft	455	Europaplatz, 1a	4020	Linz	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002599858	529900CH2SLJSZMJ0661	AT	Raiffeisenbank Aspach-Wildenau eGen		Marktplatz, 3	5252	Aspach im Innkreis	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002613949	529900C8IAWZ6WEV8M89	AT	Raiffeisenbank Region Altheim eGen		Braunauer Straße, 22	4950	Altheim	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002669651	529900ONK58CVJYL2G05	AT	Raiffeisenbank Region Braunau eGen		Salzburger Straße, 4	5280	Braunau am Inn	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002605846	52990071PNK8TE25EM38	AT	Raiffeisenbank Grein eGen	0	Hauptstr., 25	4360	Grein	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002652509	529900S6MFG60PNF4258	AT	Raiffeisenbank Donau-Ameisberg eGen	0	Marktplatz, 10	4152	Sarleinsbach	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002639662	529900VD28IW1IHAKM38	AT	Raiffeisenbank Ennstal eGen		Kirchenplatz, 11	4452	Ternberg	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002606224	529900AUJCEJQ71UCR09	AT	Raiffeisenbank Eberschwang-Pramet eGen	0	Eberschwang, 116	4906	Eberschwang	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002606653	529900PE90YKMGGZMM05	AT	Raiffeisenbank Region Traun-Alm eGen		Marktplatz, 14	4650	Lambach	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002610259	529900K1JBMMT2QTSF23	AT	Raiffeisenbank Feldkirchen-Goldwörth eGen		Hauptstr., 2	4101	Feldkirchen an der Donau	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002629788	529900EBSULTTNS1NE94	AT	Raiffeisenbank Region Freistadt eGen		Linzer Straße, 15	4240	Freistadt (OÖ)	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002611737	529900RK0V6Z8BYXRO14	AT	Raiffeisenbank Region Gallneukirchen eGen		Reichenauerstr., 6-8	4210	Gallneukirchen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002612701	52990034MAUYMF1FE979	AT	Raiffeisenbank Gampern eGen		Hauptstraße, 16	4851	Gampern	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002612974	529900GEAFEARYCL2131	AT	Raiffeisenbank Steyr eGen	53	Bergerweg, 1	4400	Steyr	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002614244	52990015I96TLGKUIX18	AT	Raiffeisenbank Geretsberg eGen		Geretsberg, 3	5132	Geretsberg	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002616538	529900ZBDIG1HKCZ8X35	AT	Raiffeisenbank Almtal eGen		Im Dorf, 15	4645	Grünau im Almtal	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002616702	529900E0PUOWI7LOPP89	AT	Raiffeisenbank Gunskirchen eGen		Raiffeisenplatz, 1	4623	Gunskirchen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002616025	529900EKSYVO11PXHY85	AT	Raiffeisenbank Gramastetten Rodltal eGen		Marktstr., 41	4201	Gramastetten	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002617692	529900TRSKXWKPSSOP03	AT	Raiffeisenbank Handenberg - St. Georgen a. F. eGen		Baumgartnerstraße, 1	5144	Handenberg	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002625018	529900QRUZGO2FG88U17	AT	Raiffeisenbank Region Eferding eGen		Schiferplatz, 24	4070	Eferding	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002473328	5299003CGERWU3RQT216	AT	Raiffeisenbank Innkreis Mitte eGen		Nr., 7	4974	Ort im Innkreis	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002625794	529900DBO0R9X5EZBF88	AT	Raiffeisenbank Kematen-Neuhofen eGen		Steyrer Straße, 1	4501	Neuhofen an der Krems	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002627147	529900EZ238BZ9Q5DV15	AT	Raiffeisenbank Kleinmünchen/Linz eGen	16	Salzburger Str., 5	4030	Linz	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002627659	5299006VZVXT7MYYUM62	AT	Raiffeisenbank Kollerschlag eGen		Markt, 4	4154	Kollerschlag	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002617262	5299004J5SVYYCFJ2M33	AT	Raiffeisenbank Region Hausruck eGen		Marktplatz, 6	4680	Haag am Hausruck	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002630109	529900A455AYF41M8I62	AT	Raiffeisenbank Linz-Land West eGen	17	Stadtpl., 4	4060	Leonding	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000015088816	529900F9ZP0XDKL33R63	AT	Raiffeisenbank Region Bad Leonfelden eGen		Hauptpl., 2	4190	Bad Leonfelden	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002631412	5299008SBQ9VIEKB8J49	AT	Raiffeisenbank Lochen am See eGen		Ringstraße, 5	5221	Lochen am See	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002666558	529900XUR3TQNOWU1A10	AT	Raiffeisenbank Region Neufelden eGen		Markt, 17	4113	St. Martin im Mühlkreis	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000015112038	529900C8QKEEBKIW8L39	AT	Raiffeisenbank Mattigtal eGen		Hauptstraße, 6a	5231	Schalchen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002633384	529900ALBHVM45LNKA06	AT	Raiffeisenbank Maria Schmolln-St. Johann eGen		Nr., 68	5241	Maria Schmolln	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002634945	529900YTBQ5AY4TZKS87	AT	Raiffeisenbank Region Kirchdorf eGen		Garnisonstraße, 1	4560	Kirchdorf an der Krems	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002635751	529900QKLWKZ49J6PF68	AT	Raiffeisenbank Mondseeland eGen	29	Rainerstr., 11	5310	Mondsee	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002627303	5299007JS6F7MGJNN453	AT	Raiffeisenbank Mühlviertler Alm eGen		Schulstr., 2	4280	Königswiesen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000013301955	529900JQOOP40RCT9O97	AT	Raiffeisenbank Attersee-Süd eGen		Dorfstraße, 50	4865	Nussdorf am Attersee	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002607032	529900KVZTRFYOIY3C40	AT	Raiffeisenbank Oberes Innviertel eGen		Siedlungsstraße, 1	5142	Eggelsberg	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002645982	52990092G3O6HWRIDF18	AT	Raiffeisenbank Ohlsdorf eGen		Hauptstraße, 22	4694	Ohlsdorf	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002604799	5299004J3SBQE609PM70	AT	Raiffeisenbank Region Rohrbach eGen		Stadtplatz, 30	4150	Rohrbach-Berg(OÖ)	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002650552	5299005EA9T38I7XR654	AT	Raiffeisenbank Pöndorf - Frankenmarkt eGen		Pöndorf, 4	4891	Pöndorf	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002651444	529900AOZMITAMK18X23	AT	Raiffeisenbank Prambachkirchen eGen		Hauptstraße, 18	4731	Prambachkirchen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002655866	529900WF4Z4DH3I27N63	AT	Raiffeisenbank Region Peuerbach eGen	22	Hauptstraße, 14/1	4722	Peuerbach	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002634192	529900FVKXNY159SQ550	AT	Raiffeisenbank Region Ried i.I. eGen		Friedrich-Thurner-Straße, 14	4910	Ried im Innkreis	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002598538	529900HO75COKM8A9M61	AT	Raiffeisenbank Region Schärding eGen		Oberer Stadtplatz, 42	4780	Schärding	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002617346	529900KUZWNTDRVVC681	AT	Raiffeisenbank Aist eGen		Innovationsplatz, 2	4224	Wartberg ob der Aist	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002659181	529900I4P8L3QJ7U7U57	AT	Raiffeisenbank Pyhrn-Priel eGen		Bahnhofstraße, 6	4580	Windischgarsten	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002629432	529900MOXX01XJZWOQ09	AT	Raiffeisenbank Salzkammergut eGen		Klosterplatz, 1	4810	Gmunden	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002660510	5299004MQEQMFM5P7A39	AT	Raiffeisenbank St.Florian am Inn eGen		St. Florian, 50	4782	St. Florian am Inn	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002660866	529900GA6PI4RR9P1615	AT	Raiffeisenbank Attergau eGen	4	Attergaustraße, 38a	4880	St. Georgen im Attergau	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002663969	5299005TKVFZBU7P6A67	AT	Raiffeisenbank St. Marien eGen		Nr., 19	4502	St. Marien bei Neuhofen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002667283	529900AIY0IED6IR0W74	AT	Raiffeisenbank St. Roman eGen		Altendorf, 7	4793	St. Roman bei Schärding	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000013257603	529900ZF1HXFXZ5JBG77	AT	Raiffeisenbank Inneres Salzkammergut eGen		Kreuzplatz, 20	4820	Bad Ischl	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002669149	5299009I080H47W23Y06	AT	Raiffeisenbank Region Sierning-Enns eGen		Neustr., 5	4522	Sierning	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000013256209	5299001QR2L8V0XJTV10	AT	Raiffeisenbank Attersee-Nord eGen		Raiffeisenplatz, 1	4863	Seewalchen am Attersee	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002635249	529900TC3EY5B3RLQ506	AT	Raiffeisenbank Region Schwanenstadt eGen		Stadtpl., 25-26	4690	Schwanenstadt	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002637021	529900E9VBPRCM1ALD35	AT	Raiffeisenbank Steinbach-Grünburg eGen		Hauptstraße, 35	4594	Grünburg	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002641304	5299009TR67CC0B9DH43	AT	Raiffeisenbank Timelkam-Lenzing-Puchkirchen eGen		Pollheimerstr., 1	4850	Timelkam	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000001268026	529900X0E841KVE4VX13	AT	Raiffeisenbank Wels eGen	10	Kaiser-Josef-Pl., 58	4601	Wels	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000015111220	529900H4VZFCVFKLDA98	AT	Raiffeisenbank Region Vöcklabruck eGen		Salzburger Straße, 1	4840	Vöcklabruck	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002647178	529900KNDF2BG6A18Q42	AT	Raiffeisenbank Walding-Ottensheim eGen		Raiffeisenpl., 2	4111	Walding	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000005351844	5299005FGMOKS2X2XW30	AT	Raiffeisenbank Region Grieskirchen eGen		Raiffeisenplatz, 1	4710	Grieskirchen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002648226	5299007DEXXIPXREO072	AT	Raiffeisenbank Wartberg an der Krems eGen		Hauptstr., 23	4552	Wartberg an der Krems	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002650636	529900DUYNT6E3JH8B81	AT	Raiffeisenbank Weißkirchen a.d. Traun eGen		Raiffeisenweg, 1	4616	Weißkirchen an der Traun	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002652095	529900IRWR9MEXI1D219	AT	Raiffeisenbank Weyer eGen		Marktplatz, 11	3335	Weyer (OÖ)	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002640835	529900IE8J660F7TG961	AT	Raiffeisenbank Wels Süd eGen		P.-B.-Rodlbergerstraße, 25	4600	Thalheim bei Wels	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002648903	529900YEZT2PSKDO2832	AT	Raiffeisenbank Perg eGen		Linzerstr., 14	4320	Perg	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000001220928	529900LU7D396TOO3B50	AT	Raiffeisenverband Salzburg eGen	6	Schwarzstr., 13-15	5020	Salzburg	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002859195	529900B1I234XFGXB654	AT	Raiffeisenbank Lammertal eGen		Markt, 49	5441	Abtenau	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002838942	529900WKMGV4YQB28F12	AT	Raiffeisenbank Altenmarkt-Flachau-Eben eGen	10	Marktplatz, 5	5541	Altenmarkt im Pongau	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000003264106	529900PY8HJ7S90H3468	AT	Raiffeisenbank Anthering - Elixhausen eGen	19	Salzburger Straße, 6	5102	Anthering	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002799862	529900LKC78RCPF4OP49	AT	Raiffeisenbank Hohe Tauern eGen	19	Wilhelm-Fazokas-Straße, 2c	5710	Kaprun	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002801437	529900N9C4Q1U8GYMT96	AT	Raiffeisenbank Flachgau Mitte eGen	64	Dorf, 1	5301	Eugendorf	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000003264379	529900SBTI63M33ETL90	AT	Raiffeisenbank Faistenau-Hintersee eGen		Am Lindenplatz, 2	5324	Faistenau	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002859609	529900KN7BJCPCXNHH34	AT	Raiffeisenbank Golling-Scheffau-Kellau registrierte Genossenschaft mit beschränkter Haftung	56	Markt, 45	5440	Golling an der Salzach	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002816708	529900TN0TW2D7KQBH06	AT	Raiffeisenbank Untersberg eGen	55	Hauptstraße, 28	5082	Grödig	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002801601	5299000DS6PEAJA28H06	AT	Raiffeisenbank Großarl-Hüttschlag eGen	3	Marktstraße, 8	5611	Großarl	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002816385	529900IN46275E6A7F39	AT	Raiffeisenbank Großgmain eGen		Salzburger Straße, 53	5084	Großgmain	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002801940	529900WAA7HEARUX0S78	AT	Raiffeisenbank Wallersee eGen	0	Hauptstraße, 39	5202	Neumarkt am Wallersee	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002802161	529900EO4WC4F1KM1F38	AT	Raiffeisenbank Hallein-Oberalm eGen	26	Justin-Robert-Platz, 1	5400	Hallein	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002858031	529900CYGULV4U54UT27	AT	Raiffeisenbank Gastein eGen	34	Kaiser Franz-Platz, 4	5630	Bad Hofgastein	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002815817	529900YXRNPC5YDM1P93	AT	Raiffeisenbank Hüttau-St. Martin eGen		Hüttau Nr., 35	5511	Hüttau	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002859781	529900ZRHSL769NX0G06	AT	Raiffeisenbank Kuchl-St. Koloman eGen	5	Markt, 222	5431	Kuchl	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000003253174	529900351GPS9WXA2C05	AT	Raiffeisenbank Flachgau Nord eGen		Hauptstr., 3	5112	Lamprechtshausen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002858973	529900RD4I6JQDY6HA87	AT	Raiffeisenbank Oberpinzgau eGen	4	Kirchgasse, 12	5730	Mittersill	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000003705256	529900HQQ5B304CEBH51	AT	Raiffeisenbank Salzburger Seenland eGen		Hauptstraße, 52	5201	Seekirchen am Wallersee	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002816203	529900EHKIU0WY56RO78	AT	Raiffeisenbank Radstadt-Untertauern-Filzmoos-Forstau registrierte Genossenschaft mit beschränkter Haftung	23	Stadtplatz, 6/7	5550	Radstadt	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002858460	5299004ZU2QE5YME0H22	AT	Raiffeisenbank Rauris-Bucheben eGen		Marktstr., 32	5661	Rauris	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002803300	529900RZCTL7FS07IX41	AT	Raiffeisenbank Saalbach-Hinterglemm-Viehhofen eGen		Dorfplatz, 311	5753	Saalbach-Hinterglemm	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002859948	5299001R65GPN5AW9T45	AT	Raiffeisenbank Pinzgau Mitte eGen		Lofererstr., 5	5760	Saalfelden am Stein. Meer	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002858627	5299006VR0N8XB1AYR69	AT	Raiffeisenbank Salzburg Liefering-Maxglan-Siezenheim eGen		Münchner Bundesstraße, 1B	5020	Salzburg	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002858205	5299009P3E3YVMYOMP72	AT	Raiffeisenbank Pongau Mitte eGen	26	Salzburgerstraße, 39b	5620	Schwarzach	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002803482	529900P6ELWHYX9UA822	AT	Raiffeisenbank St.Gilgen-Fuschl-Strobl eGen	60	Mozartplatz, 4	5340	St. Gilgen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000003710090	5299006QOEXB5SXL4028	AT	Raiffeisenbank St. Martin-Lofer-Weißbach eGen		St. Martin, Nr.7	5092	St. Martin bei Lofer	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002803722	529900KELJW0X5IGKS48	AT	Raiffeisenbank Straßwalchen eGen	35	Salzburger Str., 3	5204	Straßwalchen	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002816468	529900PN604MO3H4BI83	AT	Raiffeisenbank Lungau eGen	9	Kirchengasse, 9	5580	Tamsweg	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000003714670	529900L2BWCD9XBNJL68	AT	Raiffeisenbank Taxenbach eGen	14	Raiffeisenstr., 1	5660	Taxenbach	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000003714753	529900FPB63BJZ91F272	AT	Raiffeisenbank Fuschlsee West eGen		Wolfgangseestr., 26	5322	Hof bei Salzburg	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002859518	529900BIJJGJJXO33652	AT	Raiffeisenbank Unken eGen		Niederland, 103	5091	Unken	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002804373	529900TM5Z07RGPDPP86	AT	Raiffeisenbank St. Johann-Wagrain-Kleinarl eGen	3	Ing. Ludwig Pech-Straße, 1	5600	St. Johann im Pongau	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
AT0000002816625	5299008KTG5Y94Z10032	AT	Raiffeisenbank Wals-Himmelreich eGen	5	Hauptstraße, 13	5071	Wals bei Salzburg	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
